,city,10,20,30
696,Трехгорный,2.86,3.76,4.03
697,Сатка,2.86,3.76,4.03
698,Яхрома,2.78,3.74,4.0
699,Талдом,2.78,3.74,4.0
700,Дмитров,2.78,3.74,4.0
701,Гдов,2.9,3.74,4.0
702,Усть-Катав,2.86,3.73,4.0
703,Катав-Ивановск,2.86,3.73,4.0
704,Юрюзань,2.86,3.73,4.0
705,Шуя,2.82,3.73,4.0
706,Кохма,2.82,3.73,4.0
707,Иваново,2.82,3.73,4.0
708,Петрозаводск,2.94,3.73,4.0
709,Кондопога,2.94,3.73,4.0
710,Сургут,2.88,3.73,3.99
711,Томск,2.83,3.72,3.99
712,Северск,2.83,3.72,3.99
713,Сегежа,2.91,3.72,3.98
714,Лянтор,2.86,3.72,3.98
715,Тара,2.84,3.71,3.98
716,Нерюнгри,2.93,3.71,3.97
717,Черногорск,3.04,3.7,3.97
718,Среднеуральск,2.76,3.7,3.97
719,Березовский,2.76,3.7,3.97
720,Екатеринбург,2.76,3.7,3.97
721,Верхняя Пышма,2.76,3.7,3.97
722,Урень,2.77,3.7,3.97
723,Стрежевой,2.84,3.69,3.96
724,Грозный,3.07,3.69,3.95
725,Аргун,3.07,3.69,3.95
726,Лодейное Поле,2.77,3.67,3.93
727,Мегион,2.84,3.67,3.93
728,Закаменск,3.07,3.66,3.93
729,Воткинск,2.78,3.66,3.93
730,Зубцов,2.73,3.66,3.92
731,Сычевка,2.73,3.66,3.92
732,Лахденпохья,2.85,3.66,3.92
733,Вытегра,2.81,3.65,3.91
734,Сокол,2.75,3.65,3.91
735,Новопавловск,2.96,3.64,3.9
736,Прохладный,2.96,3.64,3.9
737,Георгиевск,2.96,3.64,3.9
738,Каменногорск,2.78,3.64,3.9
739,Шлиссельбург,2.86,3.63,3.89
740,Снежногорск,2.72,3.62,3.89
741,Гаджиево,2.72,3.62,3.89
742,Североморск,2.72,3.62,3.89
743,Кола,2.72,3.62,3.89
744,Мурманск,2.72,3.62,3.89
745,Абакан,2.91,3.61,3.87
746,Советская Гавань,2.7,3.61,3.87
747,Заречный,2.67,3.61,3.87
748,Асбест,2.67,3.61,3.87
749,Мышкин,2.75,3.59,3.85
750,Рыбинск,2.75,3.59,3.85
751,Дальнереченск,2.74,3.59,3.85
752,Карабаш,2.65,3.59,3.85
753,Красноуфимск,2.65,3.58,3.83
754,Красный Холм,2.65,3.57,3.83
755,Бежецк,2.65,3.57,3.83
756,Когалым,2.7,3.57,3.83
757,Кимры,2.66,3.57,3.83
758,Нерчинск,2.8,3.57,3.82
759,Тулун,2.77,3.55,3.81
760,Нижневартовск,2.72,3.55,3.81
761,Кинешма,2.63,3.55,3.81
762,Заволжск,2.63,3.55,3.81
763,Наволоки,2.63,3.55,3.81
764,Балей,2.7,3.54,3.8
765,Дагестанские Огни,3.01,3.54,3.8
766,Дербент,3.01,3.54,3.8
767,Дивногорск,2.66,3.54,3.8
768,Северодвинск,2.73,3.54,3.8
769,Зуевка,2.63,3.54,3.79
770,Туринск,2.6,3.53,3.79
771,Котельнич,2.63,3.53,3.79
772,Ветлуга,2.6,3.51,3.76
773,Кисловодск,2.98,3.5,3.76
774,Колпашево,2.61,3.5,3.76
775,Новоуральск,2.57,3.5,3.75
776,Ревда,2.57,3.5,3.75
777,Первоуральск,2.57,3.5,3.75
778,Иркутск,2.82,3.5,3.75
779,Йошкар-Ола,2.55,3.5,3.75
780,Медвежьегорск,2.65,3.49,3.74
781,Орлов,2.59,3.49,3.74
782,Минусинск,2.83,3.49,3.74
783,Ярославль,2.57,3.49,3.74
784,Гаврилов-Ям,2.57,3.49,3.74
785,Отрадное,2.65,3.49,3.74
786,Санкт-Петербург,2.65,3.49,3.74
787,Всеволожск,2.65,3.49,3.74
788,Мурино,2.65,3.49,3.74
789,Кудрово,2.65,3.49,3.74
790,Новокузнецк,2.63,3.49,3.74
791,Юрьевец,2.6,3.48,3.74
792,Кингисепп,2.6,3.46,3.71
793,Подпорожье,2.58,3.45,3.7
794,Кириллов,2.58,3.45,3.7
795,Благовещенск,2.5,3.45,3.7
796,Мезень,2.58,3.44,3.69
797,Родники,2.5,3.44,3.69
798,Вичуга,2.5,3.44,3.69
799,Свирск,2.75,3.44,3.69
800,Черемхово,2.75,3.44,3.69
801,Ангарск,2.74,3.44,3.69
802,Кандалакша,2.67,3.44,3.69
803,Сусуман,2.92,3.43,3.68
804,Ижевск,2.52,3.42,3.67
805,Сланцы,2.58,3.42,3.67
806,Кашин,2.49,3.42,3.66
807,Калязин,2.49,3.42,3.66
808,Алдан,2.57,3.42,3.66
809,Южно-Сухокумск,2.49,3.41,3.66
810,Полярные Зори,2.61,3.41,3.65
811,Зима,2.6,3.4,3.65
812,Саянск,2.6,3.4,3.65
813,Кяхта,2.72,3.4,3.65
814,Куса,2.42,3.39,3.64
815,Высоковск,2.45,3.39,3.63
816,Белозерск,2.53,3.39,3.63
817,Райчихинск,2.54,3.38,3.62
818,Завитинск,2.54,3.38,3.62
819,Партизанск,2.64,3.37,3.62
820,Находка,2.64,3.37,3.62
821,Глазов,2.48,3.37,3.61
822,Верхний Уфалей,2.41,3.36,3.61
823,Волхов,2.48,3.36,3.6
824,Новая Ладога,2.48,3.36,3.6
825,Сясьстрой,2.48,3.36,3.6
826,Радужный,2.47,3.36,3.6
827,Апатиты,2.56,3.35,3.6
828,Сунжа,2.8,3.35,3.6
829,Карабулак,2.8,3.35,3.6
830,Нефтеюганск,2.49,3.35,3.59
831,Братск,2.6,3.35,3.59
832,Инта,2.48,3.35,3.59
833,Усолье-Сибирское,2.59,3.35,3.59
834,Кострома,2.44,3.34,3.59
835,Пермь,2.45,3.34,3.58
836,Николаевск-на-Амуре,2.53,3.34,3.58
837,Урай,2.45,3.33,3.57
838,Углич,2.42,3.33,3.57
839,Лангепас,2.45,3.33,3.57
840,Очер,2.41,3.32,3.56
841,Оленегорск,2.51,3.32,3.56
842,Мончегорск,2.51,3.32,3.56
843,Данилов,2.4,3.32,3.55
844,Мирный,2.43,3.31,3.55
845,Бабушкин,2.64,3.31,3.55
846,Пыть-Ях,2.44,3.31,3.54
847,Артем,2.36,3.3,3.54
848,Бабаево,2.39,3.3,3.54
849,Вяземский,2.41,3.3,3.54
850,Кировск,2.47,3.3,3.54
851,Добрянка,2.43,3.3,3.54
852,Вуктыл,2.42,3.3,3.54
853,Новодвинск,2.45,3.3,3.53
854,Архангельск,2.45,3.3,3.53
855,Хилок,2.4,3.3,3.53
856,Ковдор,2.41,3.29,3.53
857,Покачи,2.4,3.29,3.53
858,Калтан,2.41,3.29,3.53
859,Мыски,2.41,3.29,3.53
860,Осинники,2.41,3.29,3.53
861,Пошехонье,2.42,3.29,3.52
862,Чермоз,2.42,3.29,3.52
863,Краснокамск,2.37,3.28,3.52
864,Нытва,2.37,3.28,3.52
865,Нижние Серги,2.35,3.28,3.52
866,Костомукша,2.4,3.28,3.51
867,Гусиноозерск,2.4,3.27,3.51
868,Кировград,2.35,3.27,3.5
869,Невьянск,2.35,3.27,3.5
870,Верхний Тагил,2.35,3.27,3.5
871,Нязепетровск,2.31,3.27,3.5
872,Кадников,2.33,3.25,3.48
873,Артемовский,2.3,3.24,3.48
874,Билибино,2.67,3.24,3.47
875,Суоярви,2.37,3.24,3.47
876,Каргополь,2.34,3.24,3.47
877,Спасск-Дальний,2.39,3.24,3.47
878,Вологда,2.32,3.23,3.47
879,Грязовец,2.32,3.23,3.47
880,Реж,2.28,3.23,3.46
881,Харовск,2.29,3.23,3.46
882,Вилючинск,2.58,3.22,3.45
883,Елизово,2.58,3.22,3.45
884,Нижний Тагил,2.28,3.2,3.43
885,Среднеколымск,2.57,3.2,3.43
886,Удачный,2.38,3.2,3.43
887,Коряжма,2.32,3.2,3.43
888,Сольвычегодск,2.32,3.2,3.43
889,Котлас,2.32,3.2,3.43
890,Старая Русса,2.35,3.2,3.43
891,Нижняя Салда,2.26,3.19,3.42
892,Верхняя Салда,2.26,3.19,3.42
893,Дальнегорск,2.31,3.19,3.42
894,Верещагино,2.27,3.19,3.42
895,Лабинск,2.47,3.19,3.42
896,Сим,2.26,3.19,3.42
897,Аша,2.26,3.19,3.42
898,Миньяр,2.26,3.19,3.42
899,Северобайкальск,2.84,3.18,3.41
900,Тутаев,2.26,3.18,3.4
901,Лысьва,2.25,3.17,3.4
902,Вихоревка,2.34,3.17,3.4
903,Кушва,2.23,3.16,3.39
904,Верхняя Тура,2.23,3.16,3.39
905,Лесной,2.23,3.16,3.39
906,Красноуральск,2.23,3.16,3.39
907,Нижняя Тура,2.23,3.16,3.39
908,Комсомольск-на-Амуре,2.4,3.16,3.38
909,Буйнакск,2.61,3.16,3.38
910,Кизилюрт,2.61,3.16,3.38
911,Качканар,2.25,3.16,3.38
912,Иланский,2.23,3.15,3.38
913,Киров,2.23,3.15,3.38
914,Сосновка,2.23,3.15,3.38
915,Алапаевск,2.22,3.15,3.37
916,Петровск-Забайкальский,2.32,3.15,3.37
917,Ухта,2.27,3.14,3.37
918,Сосногорск,2.27,3.14,3.37
919,Омутнинск,2.23,3.14,3.36
920,Артемовск,2.31,3.13,3.36
921,Кизел,2.23,3.13,3.36
922,Губаха,2.23,3.13,3.36
923,Александровск,2.23,3.13,3.36
924,Великий Устюг,2.24,3.12,3.35
925,Красавино,2.24,3.12,3.35
926,Березники,2.23,3.12,3.34
927,Соликамск,2.23,3.12,3.34
928,Усолье,2.23,3.12,3.34
929,Шарья,2.19,3.12,3.34
930,Кирово-Чепецк,2.19,3.11,3.34
931,Слободской,2.19,3.11,3.34
932,Арсеньев,2.21,3.11,3.33
933,Мантурово,2.19,3.11,3.33
934,Няндома,2.19,3.11,3.33
935,Нягань,2.25,3.11,3.33
936,Шимановск,2.21,3.11,3.33
937,Белоярский,2.26,3.1,3.33
938,Циолковский,2.22,3.1,3.32
939,Горнозаводск,2.2,3.1,3.32
940,Чусовой,2.2,3.1,3.32
941,Гремячинск,2.2,3.1,3.32
942,Вилюйск,2.3,3.1,3.32
943,Сретенск,2.25,3.1,3.32
944,Томмот,2.22,3.09,3.32
945,Сафоново,2.15,3.09,3.32
946,Дорогобуж,2.15,3.09,3.32
947,Саяногорск,2.46,3.09,3.31
948,Себеж,2.18,3.08,3.31
949,Опочка,2.18,3.08,3.31
950,Шенкурск,2.19,3.08,3.3
951,Пикалево,2.18,3.07,3.29
952,Шелехов,2.44,3.07,3.29
953,Кудымкар,2.15,3.07,3.29
954,Гатчина,2.16,3.07,3.29
955,Емва,2.19,3.06,3.28
956,Моздок,2.55,3.06,3.28
957,Малгобек,2.55,3.06,3.28
958,Терек,2.55,3.06,3.28
959,Микунь,2.19,3.06,3.28
960,Кедровый,2.16,3.06,3.28
961,Макарьев,2.13,3.06,3.28
962,Тотьма,2.14,3.06,3.28
963,Осташков,2.16,3.05,3.27
964,Новоржев,2.14,3.05,3.27
965,Чухлома,2.14,3.05,3.27
966,Солигалич,2.14,3.05,3.27
967,Кологрив,2.13,3.05,3.27
968,Галич,2.14,3.05,3.27
969,Ленск,2.18,3.05,3.26
970,Белая Холуница,2.13,3.04,3.26
971,Великий Новгород,2.17,3.04,3.26
972,Волосово,2.12,3.04,3.26
973,Вельск,2.13,3.04,3.26
974,Чердынь,2.16,3.03,3.25
975,Волчанск,2.11,3.03,3.25
976,Североуральск,2.11,3.03,3.25
977,Карпинск,2.11,3.03,3.25
978,Краснотурьинск,2.11,3.03,3.25
979,Красновишерск,2.15,3.03,3.25
980,Невель,2.11,3.03,3.25
981,Кирс,2.12,3.02,3.24
982,Вышний Волочек,2.1,3.02,3.24
983,Улан-Удэ,2.2,3.02,3.24
984,Нея,2.1,3.02,3.23
985,Нюрба,2.2,3.02,3.23
986,Луза,2.11,3.01,3.23
987,Верхотурье,2.08,3.01,3.22
988,Новая Ляля,2.08,3.01,3.22
989,Коммунар,2.09,3.01,3.22
990,Тосно,2.09,3.01,3.22
991,Никольское,2.09,3.01,3.22
992,Старица,2.06,3.0,3.22
993,Бологое,2.09,3.0,3.22
994,Пестово,2.08,3.0,3.22
995,Ярцево,2.05,3.0,3.21
996,Духовщина,2.05,3.0,3.21
997,Сыктывкар,2.12,3.0,3.21
998,Усть-Илимск,2.15,2.99,3.21
999,Пустошка,2.09,2.99,3.21
1000,Нижнеудинск,2.07,2.99,3.2
1001,Серов,2.07,2.99,3.2
1002,Удомля,2.06,2.99,3.2
1003,Рудня,2.05,2.99,3.2
1004,Любань,2.07,2.98,3.2
1005,Буй,2.07,2.98,3.19
1006,Любим,2.06,2.98,3.19
1007,Кувшиново,2.05,2.98,3.19
1008,Валдай,2.07,2.98,3.19
1009,Боровичи,2.06,2.98,3.19
1010,Олекминск,2.14,2.97,3.18
1011,Бикин,2.12,2.97,3.18
1012,Тихвин,2.05,2.96,3.17
1013,Бокситогорск,2.05,2.96,3.17
1014,Советский,2.11,2.96,3.17
1015,Новосокольники,2.05,2.96,3.17
1016,Слюдянка,2.36,2.96,3.17
1017,Лихославль,2.01,2.96,3.17
1018,Тверь,2.01,2.96,3.17
1019,Торжок,2.01,2.95,3.17
1020,Смоленск,2.02,2.95,3.17
1021,Порхов,2.05,2.95,3.16
1022,Междуреченск,2.08,2.95,3.16
1023,Облучье,2.08,2.94,3.16
1024,Лесосибирск,2.08,2.94,3.15
1025,Мураши,2.04,2.94,3.15
1026,Окуловка,2.02,2.94,3.15
1027,Ржев,2.0,2.94,3.15
1028,Туапсе,2.52,2.93,3.14
1029,Белый,2.0,2.93,3.14
1030,Кириши,2.01,2.92,3.13
1031,Холм,2.01,2.92,3.13
1032,Бирюсинск,2.01,2.92,3.13
1033,Тайшет,2.01,2.92,3.13
1034,Малая Вишера,2.01,2.92,3.13
1035,Великие Луки,2.0,2.92,3.13
1036,Алзамай,2.0,2.91,3.12
1037,Югорск,2.05,2.91,3.12
1038,Луга,2.02,2.91,3.12
1039,Дно,2.0,2.91,3.12
1040,Сольцы,2.0,2.91,3.12
1041,Западная Двина,2.0,2.91,3.11
1042,Торопец,2.0,2.91,3.11
1043,Чудово,1.99,2.9,3.11
1044,Андреаполь,1.98,2.89,3.1
1045,Ивдель,1.98,2.89,3.1
1046,Железногорск-Илимский,2.02,2.89,3.09
1047,Енисейск,2.01,2.88,3.08
1048,Велиж,1.94,2.86,3.07
1049,Демидов,1.94,2.86,3.07
1050,Нелидово,1.93,2.85,3.05
1051,Биробиджан,1.97,2.84,3.05
1052,Зея,2.03,2.84,3.05
1053,Тында,2.04,2.84,3.04
1054,Таштагол,2.0,2.83,3.04
1055,Усть-Кут,1.98,2.83,3.03
1056,Кодинск,2.0,2.83,3.03
1057,Сковородино,2.0,2.83,3.03
1058,Байкальск,2.35,2.82,3.02
1059,Кызыл,2.32,2.81,3.01
1060,Майкоп,1.98,2.81,3.01
1061,Апшеронск,1.98,2.81,3.01
1062,Покровск,2.06,2.8,3.0
1063,Бодайбо,2.13,2.8,3.0
1064,Могоча,2.0,2.8,3.0
1065,Хадыженск,1.98,2.79,2.99
1066,Горячий Ключ,1.98,2.79,2.99
1067,Киренск,1.94,2.79,2.99
1068,Черкесск,2.24,2.78,2.98
1069,Усть-Джегута,2.24,2.78,2.98
1070,Карачаевск,2.24,2.78,2.98
1071,Горно-Алтайск,2.01,2.78,2.98
1072,Баксан,2.3,2.77,2.97
1073,Майский,2.3,2.77,2.97
1074,Нальчик,2.3,2.77,2.97
1075,Нарткала,2.3,2.77,2.97
1076,Чегем,2.3,2.77,2.97
1077,Якутск,2.0,2.71,2.91
1078,Абаза,1.98,2.68,2.88
1079,Шагонар,2.26,2.67,2.87
1080,Ак-Довурак,2.3,2.64,2.83
1081,Курчалой,2.18,2.61,2.8
1082,Тырныауз,2.31,2.56,2.74
1083,Верхоянск,1.85,2.38,2.55
1084,Теберда,2.16,2.36,2.53
1085,Шали,1.88,2.28,2.45
1086,Урус-Мартан,1.88,2.28,2.45
1087,Туран,1.85,2.27,2.43
1088,Сочи,2.03,2.27,2.43
1089,Чадан,1.91,2.2,2.36
1090,Магас,1.64,1.98,2.12
1091,Назрань,1.64,1.98,2.12
1092,Ардон,1.76,1.97,2.11
1093,Дигора,1.76,1.97,2.11
1094,Владикавказ,1.76,1.97,2.11
1095,Беслан,1.76,1.97,2.11
1096,Алагир,1.76,1.97,2.11
