,city,10,20,30
696,Клин,3.16,3.92,4.44
697,Конаково,3.16,3.92,4.44
698,Дубна,3.16,3.92,4.44
699,Можга,3.15,3.89,4.41
700,Южа,3.15,3.92,4.46
701,Сатка,3.13,3.88,4.39
702,Гдов,3.13,3.84,4.33
703,Трехгорный,3.13,3.88,4.39
704,Катав-Ивановск,3.13,3.85,4.35
705,Бакал,3.13,3.88,4.39
706,Томск,3.13,3.87,4.39
707,Усть-Катав,3.13,3.85,4.35
708,Златоуст,3.13,3.92,4.46
709,Северск,3.13,3.87,4.39
710,Ханты-Мансийск,3.13,3.84,4.34
711,Юрюзань,3.13,3.85,4.35
712,Свободный,3.12,3.82,4.31
713,Елизово,3.12,3.72,4.13
714,Сегежа,3.12,3.81,4.28
715,Вилючинск,3.12,3.72,4.13
716,Кондопога,3.11,3.78,4.24
717,Олонец,3.11,3.85,4.35
718,Петрозаводск,3.11,3.78,4.24
719,Иркутск,3.1,3.67,4.05
720,Свирск,3.1,3.67,4.06
721,Черемхово,3.1,3.67,4.06
722,Карабулак,3.09,3.56,3.87
723,Сунжа,3.09,3.56,3.87
724,Сургут,3.09,3.8,4.29
725,Северобайкальск,3.08,3.4,3.61
726,Шуя,3.08,3.84,4.36
727,Кохма,3.08,3.84,4.36
728,Иваново,3.08,3.84,4.36
729,Дегтярск,3.07,3.85,4.4
730,Полевской,3.07,3.85,4.4
731,Тара,3.07,3.8,4.3
732,Стрежевой,3.07,3.76,4.24
733,Лянтор,3.06,3.78,4.29
734,Нерчинск,3.05,3.69,4.12
735,Мегион,3.05,3.73,4.19
736,Богданович,3.04,3.8,4.33
737,Сухой Лог,3.04,3.8,4.33
738,Кяхта,3.04,3.59,3.96
739,Талдом,3.03,3.81,4.36
740,Находка,3.03,3.69,4.13
741,Дмитров,3.03,3.81,4.36
742,Партизанск,3.03,3.69,4.13
743,Воткинск,3.03,3.75,4.25
744,Каменногорск,3.03,3.75,4.25
745,Лахденпохья,3.03,3.71,4.19
746,Шлиссельбург,3.03,3.69,4.15
747,Яхрома,3.03,3.81,4.36
748,Лодейное Поле,3.02,3.77,4.29
749,Урень,3.02,3.77,4.3
750,Тулун,3.01,3.65,4.09
751,Дальнереченск,3.0,3.69,4.16
752,Вытегра,3.0,3.71,4.21
753,Буйнакск,2.99,3.48,3.8
754,Кизилюрт,2.99,3.48,3.8
755,Зубцов,2.98,3.73,4.25
756,Сычевка,2.98,3.73,4.25
757,Сокол,2.98,3.71,4.22
758,Кола,2.97,3.72,4.25
759,Мурманск,2.97,3.72,4.25
760,Снежногорск,2.97,3.72,4.25
761,Гаджиево,2.97,3.72,4.25
762,Североморск,2.97,3.72,4.25
763,Ангарск,2.96,3.54,3.93
764,Балей,2.96,3.65,4.13
765,Верхняя Пышма,2.95,3.73,4.28
766,Среднеуральск,2.95,3.73,4.28
767,Советская Гавань,2.95,3.7,4.23
768,Березовский,2.95,3.73,4.28
769,Екатеринбург,2.95,3.73,4.28
770,Дивногорск,2.94,3.68,4.2
771,Рыбинск,2.93,3.62,4.11
772,Мышкин,2.93,3.62,4.11
773,Когалым,2.92,3.65,4.17
774,Билибино,2.92,3.42,3.75
775,Нижневартовск,2.9,3.59,4.08
776,Северодвинск,2.89,3.58,4.07
777,Усолье-Сибирское,2.89,3.5,3.91
778,Кимры,2.89,3.62,4.12
779,Красный Холм,2.88,3.63,4.15
780,Новокузнецк,2.88,3.57,4.04
781,Туапсе,2.88,3.3,3.58
782,Бежецк,2.88,3.63,4.15
783,Красноуфимск,2.88,3.64,4.18
784,Карабаш,2.87,3.65,4.2
785,Котельнич,2.86,3.59,4.09
786,Медвежьегорск,2.85,3.55,4.04
787,Заволжск,2.85,3.6,4.12
788,Кинешма,2.85,3.6,4.12
789,Наволоки,2.85,3.6,4.12
790,Отрадное,2.84,3.54,4.03
791,Всеволожск,2.84,3.54,4.03
792,Кудрово,2.84,3.54,4.03
793,Мурино,2.84,3.54,4.03
794,Зуевка,2.84,3.58,4.11
795,Санкт-Петербург,2.84,3.54,4.03
796,Асбест,2.83,3.61,4.16
797,Бабушкин,2.83,3.42,3.82
798,Заречный,2.83,3.61,4.16
799,Саянск,2.82,3.46,3.9
800,Зима,2.82,3.46,3.9
801,Колпашево,2.82,3.55,4.06
802,Кандалакша,2.82,3.47,3.92
803,Полярные Зори,2.82,3.49,3.95
804,Инта,2.81,3.55,4.06
805,Ветлуга,2.81,3.55,4.07
806,Орлов,2.81,3.54,4.05
807,Терек,2.8,3.24,3.52
808,Южно-Сухокумск,2.8,3.54,4.07
809,Малгобек,2.8,3.24,3.52
810,Моздок,2.8,3.24,3.52
811,Подпорожье,2.8,3.53,4.04
812,Кингисепп,2.8,3.52,4.02
813,Гаврилов-Ям,2.79,3.54,4.07
814,Николаевск-на-Амуре,2.79,3.47,3.94
815,Ярославль,2.79,3.54,4.07
816,Сланцы,2.79,3.49,3.98
817,Юрьевец,2.78,3.5,4.01
818,Лабинск,2.78,3.39,3.81
819,Райчихинск,2.77,3.44,3.91
820,Благовещенск,2.77,3.52,4.04
821,Завитинск,2.77,3.44,3.91
822,Кириллов,2.76,3.48,3.99
823,Апатиты,2.76,3.43,3.9
824,Алдан,2.75,3.43,3.89
825,Ревда,2.75,3.53,4.08
826,Первоуральск,2.75,3.53,4.08
827,Новоуральск,2.75,3.53,4.08
828,Мезень,2.75,3.48,3.99
829,Йошкар-Ола,2.74,3.52,4.08
830,Туринск,2.74,3.51,4.06
831,Саяногорск,2.73,3.33,3.73
832,Ижевск,2.73,3.46,3.98
833,Среднеколымск,2.73,3.25,3.6
834,Оленегорск,2.72,3.41,3.89
835,Мончегорск,2.72,3.41,3.89
836,Братск,2.72,3.35,3.79
837,Родники,2.71,3.48,4.03
838,Вичуга,2.71,3.48,4.03
839,Белозерск,2.71,3.42,3.92
840,Калязин,2.7,3.44,3.97
841,Кашин,2.7,3.44,3.97
842,Мирный,2.68,3.38,3.87
843,Глазов,2.67,3.4,3.92
844,Волхов,2.67,3.4,3.91
845,Кировск,2.67,3.37,3.86
846,Новая Ладога,2.67,3.4,3.91
847,Сясьстрой,2.67,3.4,3.91
848,Калтан,2.66,3.37,3.87
849,Мыски,2.66,3.37,3.87
850,Осинники,2.66,3.37,3.87
851,Гусиноозерск,2.66,3.36,3.85
852,Высоковск,2.65,3.4,3.94
853,Радужный,2.65,3.38,3.91
854,Куса,2.65,3.43,4.0
855,Нефтеюганск,2.65,3.37,3.89
856,Кострома,2.64,3.37,3.89
857,Спасск-Дальний,2.64,3.34,3.83
858,Баксан,2.64,2.98,3.2
859,Майский,2.64,2.98,3.2
860,Нальчик,2.64,2.98,3.2
861,Нарткала,2.64,2.98,3.2
862,Чегем,2.64,2.98,3.2
863,Вуктыл,2.63,3.35,3.86
864,Хилок,2.63,3.33,3.82
865,Пермь,2.63,3.36,3.87
866,Дальнегорск,2.63,3.34,3.84
867,Ковдор,2.62,3.35,3.87
868,Лангепас,2.62,3.35,3.87
869,Артем,2.62,3.38,3.92
870,Верхний Уфалей,2.62,3.4,3.96
871,Кызыл,2.61,3.04,3.32
872,Углич,2.61,3.35,3.87
873,Урай,2.6,3.32,3.83
874,Костомукша,2.6,3.34,3.87
875,Комсомольск-на-Амуре,2.6,3.22,3.64
876,Новодвинск,2.6,3.31,3.81
877,Шелехов,2.6,3.16,3.53
878,Архангельск,2.6,3.31,3.81
879,Очер,2.6,3.34,3.88
880,Пыть-Ях,2.6,3.32,3.83
881,Пошехонье,2.59,3.3,3.81
882,Ак-Довурак,2.59,2.95,3.19
883,Вяземский,2.58,3.29,3.8
884,Добрянка,2.58,3.29,3.79
885,Бабаево,2.58,3.33,3.87
886,Данилов,2.58,3.33,3.86
887,Теберда,2.57,2.81,2.96
888,Суоярви,2.57,3.29,3.8
889,Чермоз,2.57,3.27,3.76
890,Удачный,2.57,3.24,3.71
891,Покачи,2.57,3.31,3.83
892,Нытва,2.56,3.3,3.83
893,Краснокамск,2.56,3.3,3.83
894,Тырныауз,2.54,2.76,2.91
895,Каргополь,2.53,3.27,3.79
896,Невьянск,2.52,3.28,3.82
897,Кировград,2.52,3.28,3.82
898,Верхний Тагил,2.52,3.28,3.82
899,Шагонар,2.52,2.92,3.19
900,Нижние Серги,2.52,3.28,3.83
901,Старая Русса,2.51,3.2,3.69
902,Кадников,2.51,3.26,3.8
903,Грязовец,2.5,3.25,3.78
904,Нязепетровск,2.5,3.27,3.83
905,Вологда,2.5,3.25,3.78
906,Петровск-Забайкальский,2.49,3.14,3.6
907,Иланский,2.49,3.24,3.78
908,Вихоревка,2.49,3.17,3.64
909,Харовск,2.48,3.24,3.79
910,Слюдянка,2.48,3.04,3.43
911,Сольвычегодск,2.47,3.19,3.7
912,Сим,2.47,3.21,3.74
913,Коряжма,2.47,3.19,3.7
914,Миньяр,2.47,3.21,3.74
915,Котлас,2.47,3.19,3.7
916,Аша,2.47,3.21,3.74
917,Артемовск,2.46,3.13,3.6
918,Байкальск,2.45,2.91,3.22
919,Черкесск,2.45,2.96,3.3
920,Усть-Джегута,2.45,2.96,3.3
921,Карачаевск,2.45,2.96,3.3
922,Арсеньев,2.45,3.18,3.71
923,Нижний Тагил,2.44,3.2,3.75
924,Сосногорск,2.43,3.16,3.68
925,Вилюйск,2.43,3.05,3.49
926,Ухта,2.43,3.16,3.68
927,Артемовский,2.43,3.2,3.75
928,Верещагино,2.43,3.19,3.73
929,Тутаев,2.43,3.17,3.7
930,Качканар,2.42,3.16,3.7
931,Лысьва,2.42,3.17,3.7
932,Сретенск,2.42,3.1,3.59
933,Реж,2.42,3.18,3.74
934,Верхняя Салда,2.4,3.16,3.72
935,Нижняя Салда,2.4,3.16,3.72
936,Великий Устюг,2.4,3.12,3.64
937,Белоярский,2.4,3.09,3.59
938,Омутнинск,2.4,3.14,3.67
939,Сосновка,2.4,3.15,3.69
940,Александровск,2.4,3.13,3.66
941,Губаха,2.4,3.13,3.66
942,Красавино,2.4,3.12,3.64
943,Кизел,2.4,3.13,3.66
944,Ленск,2.4,3.09,3.57
945,Киров,2.39,3.14,3.68
946,Соликамск,2.39,3.1,3.61
947,Усолье,2.39,3.1,3.61
948,Березники,2.39,3.1,3.61
949,Курчалой,2.39,2.76,3.01
950,Улан-Удэ,2.38,3.04,3.52
951,Нижняя Тура,2.38,3.15,3.7
952,Лесной,2.38,3.15,3.7
953,Красноуральск,2.38,3.15,3.7
954,Циолковский,2.38,3.09,3.59
955,Кушва,2.38,3.15,3.7
956,Няндома,2.38,3.13,3.67
957,Верхняя Тура,2.38,3.15,3.7
958,Гремячинск,2.37,3.1,3.63
959,Шимановск,2.37,3.08,3.59
960,Чусовой,2.37,3.1,3.63
961,Томмот,2.37,3.05,3.53
962,Горнозаводск,2.37,3.1,3.63
963,Опочка,2.36,3.1,3.64
964,Нягань,2.36,3.07,3.59
965,Шарья,2.36,3.1,3.64
966,Себеж,2.36,3.1,3.64
967,Кирово-Чепецк,2.35,3.09,3.63
968,Дорогобуж,2.35,3.1,3.64
969,Шенкурск,2.35,3.08,3.6
970,Гатчина,2.35,3.08,3.61
971,Сафоново,2.35,3.1,3.64
972,Слободской,2.35,3.09,3.63
973,Мантурово,2.35,3.09,3.62
974,Нюрба,2.35,3.0,3.46
975,Новоржев,2.34,3.08,3.62
976,Пикалево,2.34,3.08,3.61
977,Емва,2.33,3.04,3.56
978,Бодайбо,2.33,2.9,3.29
979,Алапаевск,2.33,3.09,3.64
980,Великий Новгород,2.33,3.03,3.53
981,Микунь,2.32,3.04,3.55
982,Осташков,2.32,3.04,3.57
983,Кедровый,2.32,3.04,3.56
984,Кудымкар,2.31,3.05,3.58
985,Чердынь,2.3,3.01,3.52
986,Волосово,2.3,3.05,3.6
987,Тотьма,2.3,3.04,3.58
988,Красновишерск,2.3,3.01,3.52
989,Кологрив,2.29,3.03,3.57
990,Вельск,2.29,3.03,3.57
991,Белая Холуница,2.29,3.02,3.55
992,Галич,2.29,3.02,3.55
993,Макарьев,2.29,3.03,3.56
994,Солигалич,2.28,3.02,3.56
995,Чухлома,2.28,3.02,3.56
996,Междуреченск,2.28,2.98,3.48
997,Бикин,2.28,2.97,3.46
998,Невель,2.28,3.01,3.54
999,Горячий Ключ,2.27,2.95,3.43
1000,Коммунар,2.27,3.01,3.54
1001,Кирс,2.27,3.0,3.53
1002,Вышний Волочек,2.27,3.0,3.54
1003,Хадыженск,2.27,2.95,3.43
1004,Никольское,2.27,3.01,3.54
1005,Тосно,2.27,3.01,3.54
1006,Пустошка,2.26,2.99,3.53
1007,Луза,2.26,2.98,3.51
1008,Сыктывкар,2.25,2.96,3.47
1009,Усть-Илимск,2.25,2.92,3.4
1010,Бологое,2.25,2.98,3.52
1011,Нея,2.25,2.98,3.52
1012,Олекминск,2.25,2.9,3.37
1013,Духовщина,2.24,2.99,3.53
1014,Апшеронск,2.24,2.93,3.42
1015,Ярцево,2.24,2.99,3.53
1016,Нижнеудинск,2.24,2.98,3.53
1017,Майкоп,2.24,2.93,3.42
1018,Любань,2.24,2.97,3.51
1019,Пестово,2.24,2.98,3.52
1020,Облучье,2.23,2.91,3.39
1021,Рудня,2.23,2.97,3.52
1022,Старица,2.23,2.97,3.51
1023,Лесосибирск,2.23,2.92,3.42
1024,Порхов,2.23,2.97,3.5
1025,Любим,2.22,2.95,3.48
1026,Боровичи,2.22,2.96,3.5
1027,Удомля,2.22,2.95,3.49
1028,Новосокольники,2.22,2.95,3.48
1029,Волчанск,2.22,2.96,3.51
1030,Краснотурьинск,2.22,2.96,3.51
1031,Карпинск,2.22,2.96,3.51
1032,Советский,2.22,2.92,3.43
1033,Валдай,2.22,2.95,3.49
1034,Североуральск,2.22,2.96,3.51
1035,Тайшет,2.21,2.94,3.47
1036,Сочи,2.21,2.49,2.68
1037,Тихвин,2.21,2.94,3.48
1038,Бокситогорск,2.21,2.94,3.48
1039,Бирюсинск,2.21,2.94,3.47
1040,Буй,2.21,2.94,3.47
1041,Смоленск,2.21,2.94,3.48
1042,Горно-Алтайск,2.21,2.89,3.37
1043,Кувшиново,2.2,2.95,3.49
1044,Верхотурье,2.19,2.92,3.46
1045,Алзамай,2.19,2.92,3.47
1046,Новая Ляля,2.19,2.92,3.46
1047,Мураши,2.18,2.9,3.42
1048,Окуловка,2.18,2.91,3.45
1049,Луга,2.18,2.9,3.42
1050,Лихославль,2.18,2.92,3.46
1051,Кириши,2.18,2.91,3.44
1052,Тында,2.18,2.83,3.29
1053,Таштагол,2.18,2.86,3.34
1054,Тверь,2.18,2.92,3.46
1055,Сольцы,2.17,2.9,3.43
1056,Малая Вишера,2.17,2.89,3.42
1057,Холм,2.17,2.89,3.42
1058,Великие Луки,2.17,2.89,3.42
1059,Дно,2.17,2.9,3.43
1060,Серов,2.17,2.9,3.43
1061,Сковородино,2.17,2.83,3.31
1062,Ржев,2.17,2.9,3.44
1063,Торжок,2.17,2.91,3.45
1064,Югорск,2.17,2.87,3.38
1065,Белый,2.16,2.89,3.43
1066,Абаза,2.16,2.8,3.25
1067,Покровск,2.16,2.74,3.16
1068,Торопец,2.15,2.87,3.4
1069,Чадан,2.15,2.45,2.65
1070,Енисейск,2.15,2.83,3.32
1071,Чудово,2.15,2.87,3.4
1072,Западная Двина,2.15,2.87,3.4
1073,Зея,2.15,2.79,3.25
1074,Андреаполь,2.13,2.86,3.39
1075,Биробиджан,2.13,2.8,3.3
1076,Железногорск-Илимский,2.13,2.8,3.28
1077,Кодинск,2.12,2.78,3.25
1078,Могоча,2.12,2.77,3.23
1079,Якутск,2.11,2.68,3.09
1080,Велиж,2.1,2.82,3.36
1081,Усть-Кут,2.1,2.77,3.25
1082,Демидов,2.1,2.82,3.36
1083,Нелидово,2.09,2.81,3.35
1084,Ивдель,2.07,2.79,3.31
1085,Дигора,2.05,2.25,2.38
1086,Беслан,2.05,2.25,2.38
1087,Владикавказ,2.05,2.25,2.38
1088,Киренск,2.05,2.71,3.18
1089,Ардон,2.05,2.25,2.38
1090,Алагир,2.05,2.25,2.38
1091,Урус-Мартан,2.03,2.4,2.64
1092,Шали,2.03,2.4,2.64
1093,Туран,1.99,2.39,2.66
1094,Верхоянск,1.96,2.42,2.74
1095,Назрань,1.82,2.13,2.33
1096,Магас,1.82,2.13,2.33
